title,id,language,ontologyId,resultType,address,position,access,distance,categories,references,foodTypes,contacts,openingHours
Cambodia Landmine Museum,here:pds:place:116aabd1-ae146207c3f70da2b024f9480522efc3,en,here:cm:ontology:museum,place,"{'label': 'Cambodia Landmine Museum, ផ្លូវជាតិ 67, 170901 បន្ទាយស្រី, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'បន្ទាយស្រី', 'district': 'ខ្នារសណ្ដាយ', 'street': 'ផ្លូវជាតិ 67', 'postalCode': '170901'}","{'lat': 13.53959, 'lng': 103.94553}","[{'lat': 13.53964, 'lng': 103.94541}]",24823,"[{'id': '300-3100-0000', 'name': 'Museum', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '541872'}]",,"[{'phone': [{'value': '+85512971198'}], 'www': [{'value': 'http://www.cambodialandminemuseum.org'}]}]","[{'text': ['Mon-Sun: 08:00 - 17:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT09H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Romcheik5 Art Space,here:pds:place:116w636s-5877c7990e2c402694284254d3eae905,en,here:cm:ontology:museum,place,"{'label': 'Romcheik5 Art Space, 020402 ឯកភ្នំ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'បាត់ដំបង', 'city': 'ឯកភ្នំ', 'district': 'សំរោងក្នុង', 'postalCode': '020402'}","{'lat': 13.13306, 'lng': 103.21641}","[{'lat': 13.13312, 'lng': 103.21629}]",72652,"[{'id': '300-3100-0000', 'name': 'Museum', 'primary': True}, {'id': '300-3000-0024', 'name': 'Gallery'}]",,,"[{'phone': [{'value': '+85592304210'}], 'www': [{'value': 'https://www.tripadvisor.fr/Attraction_Review-g303666-d7802351-Reviews-ROMCHEIK_5_Art_Space-Battambang_Battambang_Province.html'}]}]",
សារមន្ទីរខេត្តបាត់ដំបង,here:pds:place:116w636k-a7e6f0a7fda64842bc60a648cdc5cfc5,km,here:cm:ontology:museum,place,"{'label': 'សារមន្ទីរខេត្តបាត់ដំបង, ផ្លូវជាតិ 57, 021403 បាត់ដំបង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'បាត់ដំបង', 'city': 'បាត់ដំបង', 'district': 'រតនៈ', 'street': 'ផ្លូវជាតិ 57', 'postalCode': '021403'}","{'lat': 13.0916, 'lng': 103.20278}","[{'lat': 13.09145, 'lng': 103.20283}]",75585,"[{'id': '300-3100-0000', 'name': 'Museum', 'primary': True}, {'id': '300-3000-0023', 'name': 'Tourist Attraction'}]","[{'supplier': {'id': 'core'}, 'id': '1216357925'}, {'supplier': {'id': 'tripadvisor'}, 'id': '26629129'}]",,"[{'www': [{'value': 'https://www.cambotours.com/khor-sang-house-battambang.html', 'categories': [{'id': '300-3000-0023'}]}]}]",
Human Gallery - Joseba Etxebarria Photography,here:pds:place:116w636s-ba2803dd772847a58d0e200a0f68973a,en,here:cm:ontology:museum,place,"{'label': 'Human Gallery - Joseba Etxebarria Photography, 021410 បាត់ដំបង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'បាត់ដំបង', 'city': 'បាត់ដំបង', 'district': 'ស្វាយប៉ោ', 'postalCode': '021410'}","{'lat': 13.10113, 'lng': 103.19835}","[{'lat': 13.10111, 'lng': 103.19849}]",75661,"[{'id': '300-3100-0029', 'name': 'Art Museum', 'primary': True}, {'id': '300-3000-0024', 'name': 'Gallery'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '12524046'}]",,"[{'phone': [{'value': '+855962840426'}], 'www': [{'value': 'http://www.josebaetxebarria.com'}]}]","[{'text': ['Mon-Sat: 09:00 - 13:00, 15:00 - 17:00'], 'isOpen': False, 'structured': [{'start': 'T090000', 'duration': 'PT04H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA'}, {'start': 'T150000', 'duration': 'PT02H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA'}]}]"
Tep Kao Sol Loeum Lorn Gallery,here:pds:place:116aabd1-df54fae06b4201ed302c181b848bdca8,en,here:cm:ontology:museum,place,"{'label': 'Tep Kao Sol Loeum Lorn Gallery, 021410 បាត់ដំបង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'បាត់ដំបង', 'city': 'បាត់ដំបង', 'district': 'ស្វាយប៉ោ', 'postalCode': '021410'}","{'lat': 13.09958, 'lng': 103.19853}","[{'lat': 13.09956, 'lng': 103.19867}]",75703,"[{'id': '300-3100-0029', 'name': 'Art Museum', 'primary': True}, {'id': '300-3000-0024', 'name': 'Gallery'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '11829587'}]",,"[{'phone': [{'value': '+85517982992'}], 'www': [{'value': 'http://loeumlorn.wixsite.com/loeumlorn'}]}]","[{'text': ['Mon-Wed, Fri: 09:00 - 21:00', 'Thu: 09:00 - 17:00', 'Sat, Sun: 09:00 - 13:30, 15:30 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T090000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,FR'}, {'start': 'T090000', 'duration': 'PT08H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TH'}, {'start': 'T090000', 'duration': 'PT04H30M', 'recurrence': 'FREQ:DAILY;BYDAY:SA,SU'}, {'start': 'T153000', 'duration': 'PT05H30M', 'recurrence': 'FREQ:DAILY;BYDAY:SA,SU'}]}]"
MRS. Bun Roeung's Ancient House,here:pds:place:116w636k-6da1f31ba5c6e61036b630b9cbda63ad,en,here:cm:ontology:museum,place,"{'label': ""MRS. Bun Roeung's Ancient House, 021408 បាត់ដំបង, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'បាត់ដំបង', 'city': 'បាត់ដំបង', 'district': 'វត្តគរ', 'postalCode': '021408'}","{'lat': 13.07256, 'lng': 103.20219}","[{'lat': 13.07249, 'lng': 103.20231}]",76428,"[{'id': '300-3100-0028', 'name': 'History Museum', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '8538585'}]",,"[{'phone': [{'value': '+85517818419'}], 'www': [{'value': 'http://www.facebook.com/mrsbunshouse'}]}]","[{'text': ['Mon-Sun: 09:00 - 17:00'], 'isOpen': True, 'structured': [{'start': 'T090000', 'duration': 'PT08H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
King's Road Angkor,here:pds:place:116aabd1-3644f2f6292508e6906fddbb841c109e,en,here:cm:ontology:tourist_attraction,place,"{'label': ""King's Road Angkor, ផ្លូវ 7 មករ, 171204 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ 7 មករ', 'postalCode': '171204'}","{'lat': 13.35288, 'lng': 103.85705}","[{'lat': 13.35275, 'lng': 103.857}]",2059,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}, {'id': '700-7200-0344', 'name': 'Property Management'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '6556656'}]",,[{'phone': [{'value': '+85593811800'}]}],"[{'categories': [{'id': '300-3000-0023'}], 'text': ['Mon-Sun: 07:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT16H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Pub Street,here:pds:place:116aabd1-9fbd0d5a949a0218feb86a260c67ef9d,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Pub Street, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35216, 'lng': 103.86105}","[{'lat': 13.35217, 'lng': 103.86105}]",2075,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '1997901'}]",,,"[{'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Hor Sopheak,here:pds:place:116w63gg-32baab5131ac841bfe113b37f42e7c06,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Hor Sopheak, ផ្លូវ ស្ទឹងថ្មី, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវ ស្ទឹងថ្មី', 'postalCode': '171202'}","{'lat': 13.35223, 'lng': 103.84859}","[{'lat': 13.35224, 'lng': 103.84856}]",2089,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '21027975'}]",,"[{'phone': [{'value': '+85569510141'}], 'www': [{'value': 'http://www.kohker-bengmealea.com'}]}]",
Wat Preah Prom Rath,here:pds:place:116aabd1-3a943b13502107ecff6032f0b1d4f940,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Wat Preah Prom Rath, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.3548, 'lng': 103.85735}","[{'lat': 13.35485, 'lng': 103.85722}]",2275,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '4674851'}]",,[{'www': [{'value': 'http://www.siemreappost.com/preah-prohm-rath'}]}],
Quad Adventure Cambodia Siem Reap,here:pds:place:116w63gg-dbef622bb60e47b9bc68f55fa70bba0f,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Quad Adventure Cambodia Siem Reap, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.34791, 'lng': 103.83794}","[{'lat': 13.34779, 'lng': 103.83791}]",2368,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '1102505'}]",,"[{'phone': [{'value': '+85517784727'}], 'www': [{'value': 'http://www.quad-adventure-cambodia.com'}]}]","[{'text': ['Mon-Sun: 07:00 - 18:00'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT11H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Siem Reap Quad Bike Adventure Atv Tours,here:pds:place:116w63gg-691a042e7420453d8b71b7b797a31b5e,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Siem Reap Quad Bike Adventure Atv Tours, 171206 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ជ្រាវ', 'postalCode': '171206'}","{'lat': 13.32161, 'lng': 103.87448}","[{'lat': 13.3216, 'lng': 103.87452}]",2555,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '2390571'}]",,"[{'phone': [{'value': '+855979651451'}], 'www': [{'value': 'http://www.srquadbikeadventure.com'}]}]","[{'text': ['Mon-Sun: 07:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT13H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Miniature Replicas of Angkor by Dy Proeung,here:pds:place:116w63u5-d7dc8a2ed83047bda669652a3eb3bcc9,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Miniature Replicas of Angkor by Dy Proeung, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.36371, 'lng': 103.86329}","[{'lat': 13.36382, 'lng': 103.86334}]",3374,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '5887463'}]",,,
House of Peace Preah Sihanouk Santereach,here:pds:place:116w63u5-cc2445512af14e3c83ae1f06e1af5b56,en,here:cm:ontology:tourist_attraction,place,"{'label': 'House of Peace Preah Sihanouk Santereach, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.36539, 'lng': 103.85247}","[{'lat': 13.36539, 'lng': 103.85233}]",3447,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7382113'}]",,"[{'phone': [{'value': '+85517772111'}], 'www': [{'value': 'http://house-of-peace.de'}]}]",
Jayav Art,here:pds:place:116aabd1-525eeff4fe490719fe9b2ae72f3d2ea6,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Jayav Art, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.3807, 'lng': 103.86239}","[{'lat': 13.3807, 'lng': 103.86253}]",5203,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}, {'id': '300-3000-0024', 'name': 'Gallery'}, {'id': '600-6900-0103', 'name': 'Gift, Antique & Art'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7385000'}]",,"[{'phone': [{'value': '+85589787345'}], 'www': [{'value': 'http://www.facebook.com/JayavArt'}]}]","[{'text': ['Mon-Sun: 09:00 - 18:00'], 'isOpen': True, 'structured': [{'start': 'T090000', 'duration': 'PT09H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
New Hope Cambodia,here:pds:place:116w63u5-c03a34d9615948eaa86394cdd474ee0e,en,here:cm:ontology:tourist_attraction,place,"{'label': 'New Hope Cambodia, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.38019, 'lng': 103.86708}","[{'lat': 13.38032, 'lng': 103.8671}]",5250,"[{'id': '800-8200-0000', 'name': 'Education Facility', 'primary': True}, {'id': '300-3000-0023', 'name': 'Tourist Attraction'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '4582489'}]",,"[{'phone': [{'value': '+85517503123'}], 'www': [{'value': 'www.newhopecambodia.com'}]}]",
Angkor Eye,here:pds:place:116w63u4-393539af968544939571a6ecdb3cb103,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Angkor Eye, អេអេច21, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'អេអេច21', 'postalCode': '171202'}","{'lat': 13.37692, 'lng': 103.83323}","[{'lat': 13.37703, 'lng': 103.83331}]",5270,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '19794248'}]",,"[{'phone': [{'value': '+85598261888'}], 'www': [{'value': 'http://angkoreye.com'}]}]","[{'text': ['Mon-Sun: 14:00 - 20:00'], 'isOpen': False, 'structured': [{'start': 'T140000', 'duration': 'PT06H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Cort Adventure,here:pds:place:116w63u4-086e87bd82ff4f269c0d7b4491cc3a2c,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Cort Adventure, 171211 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ទឹកវិល', 'postalCode': '171211'}","{'lat': 13.40004, 'lng': 103.80281}","[{'lat': 13.40029, 'lng': 103.80266}]",9215,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '1954217'}]",,"[{'phone': [{'value': '+85512520071'}], 'www': [{'value': 'http://www.chaicambodia.com'}]}]",
Baksei Chamkrong,here:pds:place:116w63u7-b191e88c2f154bab8471777d29f89bd8,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Baksei Chamkrong, 171203 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'គោកចក', 'postalCode': '171203'}","{'lat': 13.42579, 'lng': 103.85824}","[{'lat': 13.42592, 'lng': 103.85824}]",10160,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}, {'id': '300-3000-0025', 'name': 'Historical Monument'}, {'id': '800-8200-0000', 'name': 'Education Facility'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '1019823'}]",,,
Tonle Sap Cruise,here:pds:place:116aabd1-04e9765331cc047dd33292718a7ec24e,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Tonle Sap Cruise, 63, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'street': '63'}","{'lat': 13.2416, 'lng': 103.82294}","[{'lat': 13.2416, 'lng': 103.82294}]",10892,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '3180654'}]",,,
Banteay Kdei,here:pds:place:116w63uk-cdeb0fd21585438d9d0e5b81e832172c,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Banteay Kdei, 171205 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'នគរធំ', 'postalCode': '171205'}","{'lat': 13.42913, 'lng': 103.89856}","[{'lat': 13.429, 'lng': 103.89857}]",11535,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}, {'id': '300-3000-0025', 'name': 'Historical Monument'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '1019825'}]",,,"[{'text': ['Mon-Sun: 05:00 - 18:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT13H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Tuktuk Chen,here:pds:place:116w63u7-1684549af2ed0317e5087edefafd64d3,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Tuktuk Chen, ផ្លូវ សៀគ្វីធំ, 171205 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'នគរធំ', 'street': 'ផ្លូវ សៀគ្វីធំ', 'postalCode': '171205'}","{'lat': 13.44249, 'lng': 103.85918}","[{'lat': 13.4425, 'lng': 103.85932}]",12019,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '10002888'}]",,"[{'phone': [{'value': '+85510959136'}], 'www': [{'value': 'http://www.facebook.com/chenstuktuk'}]}]","[{'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Phimeanakas,here:pds:place:116w63u7-e4beb4b9b6024532b5a0137315cc4f09,en,here:cm:ontology:tourist_attraction,place,"{'label': 'Phimeanakas, 171203 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'គោកចក', 'postalCode': '171203'}","{'lat': 13.44409, 'lng': 103.85617}","[{'lat': 13.44422, 'lng': 103.85617}]",12189,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}, {'id': '300-3000-0025', 'name': 'Historical Monument'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '556692'}]",,,"[{'text': ['Mon-Sun: 05:00 - 18:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT13H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
